record identifier,issue_type,issue_detail,action_taken
stores | store_id: 1,DATA_NORMALIZATION,Field 'city' had value 'Sharjah-Emirate',Standardized
sales | order_id: 16201,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 16216,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 16967,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 17225,OUTLIER_VALUE,Field 'qty' had value '9',Corrected to 2
sales | order_id: 17235,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 17264,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 17719,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 17875,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 17966,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 18237,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 18271,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 18288,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 18334,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 18533,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 18610,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 19088,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 19138,OUTLIER_VALUE,Field 'qty' had value '9',Corrected to 2
sales | order_id: 19188,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 19466,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 19655,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 19737,OUTLIER_VALUE,Field 'qty' had value '8',Corrected to 2
sales | order_id: 19891,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 19940,OUTLIER_VALUE,Field 'qty' had value '8',Corrected to 2
sales | order_id: 19969,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 19999,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 20034,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 20264,OUTLIER_VALUE,Field 'qty' had value '8',Corrected to 2
sales | order_id: 20269,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 20390,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 20395,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 20739,OUTLIER_VALUE,Field 'qty' had value '8',Corrected to 2
sales | order_id: 20850,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 20895,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 21155,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 21161,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 21247,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 21290,OUTLIER_VALUE,Field 'qty' had value '8',Corrected to 2
sales | order_id: 21320,OUTLIER_VALUE,Field 'qty' had value '8',Corrected to 2
sales | order_id: 21665,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 21788,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 21966,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 21988,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 22159,OUTLIER_VALUE,Field 'qty' had value '8',Corrected to 2
sales | order_id: 22344,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 22429,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 22473,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 23061,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 23121,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 23324,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 23594,OUTLIER_VALUE,Field 'qty' had value '8',Corrected to 2
sales | order_id: 23694,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 23899,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 24051,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 24178,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 24327,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 24480,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 24517,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 24540,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 24603,OUTLIER_VALUE,Field 'qty' had value '8',Corrected to 2
sales | order_id: 24903,OUTLIER_VALUE,Field 'qty' had value '8',Corrected to 2
sales | order_id: 25136,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 25398,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 25461,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 25534,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 25880,OUTLIER_VALUE,Field 'qty' had value '8',Corrected to 2
sales | order_id: 25907,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 25968,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 26233,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 26576,OUTLIER_VALUE,Field 'qty' had value '9',Corrected to 2
sales | order_id: 26616,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 26794,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 27022,OUTLIER_VALUE,Field 'qty' had value '8',Corrected to 2
sales | order_id: 27340,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 27590,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 27948,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 28113,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 28133,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 28364,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 28443,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 28777,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 28913,OUTLIER_VALUE,Field 'qty' had value '9',Corrected to 2
sales | order_id: 29079,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 29123,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 29273,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 29381,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 29387,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 29560,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 175,OUTLIER_VALUE,Field 'selling_price_aed' had value '5277.5',Corrected to 1104.935
sales | order_id: 320,OUTLIER_VALUE,Field 'selling_price_aed' had value '5264.0',Corrected to 1104.935
sales | order_id: 1281,OUTLIER_VALUE,Field 'selling_price_aed' had value '5249.8',Corrected to 1104.935
sales | order_id: 1503,OUTLIER_VALUE,Field 'selling_price_aed' had value '1261.9',Corrected to 1104.935
sales | order_id: 1708,OUTLIER_VALUE,Field 'selling_price_aed' had value '2840.7',Corrected to 1104.935
sales | order_id: 2053,OUTLIER_VALUE,Field 'selling_price_aed' had value '4424.599999999999',Corrected to 1104.935
sales | order_id: 2491,OUTLIER_VALUE,Field 'selling_price_aed' had value '1805.7',Corrected to 1104.935
sales | order_id: 3674,OUTLIER_VALUE,Field 'selling_price_aed' had value '5422.1',Corrected to 1104.935
sales | order_id: 3931,OUTLIER_VALUE,Field 'selling_price_aed' had value '5068.6',Corrected to 1104.935
sales | order_id: 3988,OUTLIER_VALUE,Field 'selling_price_aed' had value '6593.9',Corrected to 1104.935
sales | order_id: 4011,OUTLIER_VALUE,Field 'selling_price_aed' had value '1229.5',Corrected to 1104.935
sales | order_id: 4839,OUTLIER_VALUE,Field 'selling_price_aed' had value '6075.1',Corrected to 1104.935
sales | order_id: 5110,OUTLIER_VALUE,Field 'selling_price_aed' had value '2295.7',Corrected to 1104.935
sales | order_id: 5434,OUTLIER_VALUE,Field 'selling_price_aed' had value '2183.5',Corrected to 1104.935
sales | order_id: 5518,OUTLIER_VALUE,Field 'selling_price_aed' had value '5608.7',Corrected to 1104.935
sales | order_id: 6261,OUTLIER_VALUE,Field 'selling_price_aed' had value '2731.8',Corrected to 1104.935
sales | order_id: 6859,OUTLIER_VALUE,Field 'selling_price_aed' had value '5280.5',Corrected to 1104.935
sales | order_id: 7635,OUTLIER_VALUE,Field 'selling_price_aed' had value '7151.4',Corrected to 1104.935
sales | order_id: 8122,OUTLIER_VALUE,Field 'selling_price_aed' had value '3427.4',Corrected to 1104.935
sales | order_id: 8768,OUTLIER_VALUE,Field 'selling_price_aed' had value '3999.9',Corrected to 1104.935
sales | order_id: 8959,OUTLIER_VALUE,Field 'selling_price_aed' had value '4849.700000000001',Corrected to 1104.935
sales | order_id: 9582,OUTLIER_VALUE,Field 'selling_price_aed' had value '1261.9',Corrected to 1104.935
sales | order_id: 9861,OUTLIER_VALUE,Field 'selling_price_aed' had value '2909.4',Corrected to 1104.935
sales | order_id: 11963,OUTLIER_VALUE,Field 'selling_price_aed' had value '6060.0',Corrected to 1104.935
sales | order_id: 12786,OUTLIER_VALUE,Field 'selling_price_aed' had value '4338.3',Corrected to 1104.935
sales | order_id: 13218,OUTLIER_VALUE,Field 'selling_price_aed' had value '4159.4',Corrected to 1104.935
sales | order_id: 14125,OUTLIER_VALUE,Field 'selling_price_aed' had value '4031.5',Corrected to 1104.935
sales | order_id: 14142,OUTLIER_VALUE,Field 'selling_price_aed' had value '3760.9',Corrected to 1104.935
sales | order_id: 14315,OUTLIER_VALUE,Field 'selling_price_aed' had value '5125.4',Corrected to 1104.935
sales | order_id: 14699,OUTLIER_VALUE,Field 'selling_price_aed' had value '6567.1',Corrected to 1104.935
sales | order_id: 15972,OUTLIER_VALUE,Field 'selling_price_aed' had value '2211.7',Corrected to 1104.935
sales | order_id: 16305,OUTLIER_VALUE,Field 'selling_price_aed' had value '4565.0',Corrected to 1104.935
sales | order_id: 17416,OUTLIER_VALUE,Field 'selling_price_aed' had value '6924.099999999999',Corrected to 1104.935
sales | order_id: 18282,OUTLIER_VALUE,Field 'selling_price_aed' had value '1376.9',Corrected to 1104.935
sales | order_id: 18885,OUTLIER_VALUE,Field 'selling_price_aed' had value '3016.0',Corrected to 1104.935
sales | order_id: 19338,OUTLIER_VALUE,Field 'selling_price_aed' had value '1779.6',Corrected to 1104.935
sales | order_id: 19952,OUTLIER_VALUE,Field 'selling_price_aed' had value '3085.7999999999997',Corrected to 1104.935
sales | order_id: 20775,OUTLIER_VALUE,Field 'selling_price_aed' had value '4145.5',Corrected to 1104.935
sales | order_id: 21141,OUTLIER_VALUE,Field 'selling_price_aed' had value '2442.7000000000003',Corrected to 1104.935
sales | order_id: 21331,OUTLIER_VALUE,Field 'selling_price_aed' had value '2370.8',Corrected to 1104.935
sales | order_id: 22150,OUTLIER_VALUE,Field 'selling_price_aed' had value '5038.5',Corrected to 1104.935
sales | order_id: 23598,OUTLIER_VALUE,Field 'selling_price_aed' had value '4164.700000000001',Corrected to 1104.935
sales | order_id: 24394,OUTLIER_VALUE,Field 'selling_price_aed' had value '7527.799999999999',Corrected to 1104.935
sales | order_id: 24433,OUTLIER_VALUE,Field 'selling_price_aed' had value '1538.1',Corrected to 1104.935
sales | order_id: 24633,OUTLIER_VALUE,Field 'selling_price_aed' had value '3788.4',Corrected to 1104.935
sales | order_id: 26507,OUTLIER_VALUE,Field 'selling_price_aed' had value '3932.6',Corrected to 1104.935
sales | order_id: 26522,OUTLIER_VALUE,Field 'selling_price_aed' had value '1536.4',Corrected to 1104.935
sales | order_id: 26632,OUTLIER_VALUE,Field 'selling_price_aed' had value '7242.9',Corrected to 1104.935
sales | order_id: 27742,OUTLIER_VALUE,Field 'selling_price_aed' had value '7097.9',Corrected to 1104.935
sales | order_id: 28801,OUTLIER_VALUE,Field 'selling_price_aed' had value '4668.9',Corrected to 1104.935
sales | order_id: 29000,OUTLIER_VALUE,Field 'selling_price_aed' had value '1399.7',Corrected to 1104.935
sales | order_id: 29633,OUTLIER_VALUE,Field 'selling_price_aed' had value '1885.7',Corrected to 1104.935
sales | order_id: 29910,OUTLIER_VALUE,Field 'selling_price_aed' had value '6170.1',Corrected to 1104.935
sales | order_id: 13,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 66,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 72,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 111,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 177,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 180,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 182,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 306,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 343,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 346,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 427,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 495,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 579,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 667,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 731,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 836,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 839,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 869,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 871,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 959,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1080,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1081,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1113,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1141,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1225,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1238,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1320,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1357,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1383,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1515,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1544,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1570,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1582,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1643,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1676,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1789,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1797,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1866,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1872,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1885,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1940,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2013,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2040,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2042,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2077,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2082,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2218,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2232,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2258,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2300,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2346,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2384,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2403,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2503,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2517,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2563,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2585,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2599,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2618,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2624,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2635,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2640,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2651,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2702,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2754,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2762,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2817,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2826,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2828,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2833,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2978,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3005,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3008,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3028,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3045,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3093,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3134,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3143,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3151,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3157,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3160,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3163,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3241,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3251,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3273,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3347,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3412,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3447,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3486,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3561,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3567,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3575,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3634,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3699,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3701,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3719,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3792,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3794,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3820,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3834,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3878,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3884,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3917,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3922,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3945,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3965,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3990,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4002,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4028,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4034,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4037,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4040,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4052,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4075,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4077,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4098,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4101,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4153,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4179,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4260,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4275,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4295,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4303,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4326,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4327,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4364,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4370,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4385,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4415,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4540,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4558,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4566,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4611,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4675,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4731,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4757,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4803,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4864,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4874,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4875,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4993,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5015,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5028,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5030,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5054,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5083,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5087,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5092,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5093,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5194,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5199,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5203,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5311,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5348,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5378,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5382,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5409,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5433,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
